term,tf,df,idf
tcat,1,1,10.00066817315943
genotyper,1,1,10.00066817315943
z0,1,1,10.00066817315943
z1,1,1,10.00066817315943
z2,1,1,10.00066817315943
gamma-secretase,1,1,10.00066817315943
39-43,1,1,10.00066817315943
m3-associated,1,1,10.00066817315943
hypoactivity,1,1,10.00066817315943
3300,1,1,10.00066817315943
coronin-related,1,1,10.00066817315943
phox,1,1,10.00066817315943
beta-heregulin,1,1,10.00066817315943
heregulin-dependent,1,1,10.00066817315943
pak65,1,1,10.00066817315943
p95,1,1,10.00066817315943
u5-220kd,1,1,10.00066817315943
hprp8,1,1,10.00066817315943
particle-specific,1,1,10.00066817315943
116-kda,1,1,10.00066817315943
u5-40kd,1,1,10.00066817315943
40kd,1,1,10.00066817315943
mammary-gland,1,1,10.00066817315943
mct35,1,1,10.00066817315943
colorectal-cancer,1,1,10.00066817315943
informativeness,1,1,10.00066817315943
365-day,1,1,10.00066817315943
mekkl,1,1,10.00066817315943
sekl,1,1,10.00066817315943
cot,1,1,10.00066817315943
tpl,1,1,10.00066817315943
pakl,1,1,10.00066817315943
pak2,1,1,10.00066817315943
truncational,1,1,10.00066817315943
nf2s,1,1,10.00066817315943
submembrane,1,1,10.00066817315943
va13,1,1,10.00066817315943
mu-nf2,1,1,10.00066817315943
membrane-cytoskeleton,1,1,10.00066817315943
mismatch-containing,1,1,10.00066817315943
lingering,1,1,10.00066817315943
heart-like,1,1,10.00066817315943
coinjecting,1,1,10.00066817315943
ennkxhd-injected,1,1,10.00066817315943
hsp68,1,1,10.00066817315943
postgastrulating,1,1,10.00066817315943
ultrabithorax,1,1,10.00066817315943
unpairing,1,1,10.00066817315943
non-classical,1,1,10.00066817315943
leukoaraiosis,1,1,10.00066817315943
ninds-airen,1,1,10.00066817315943
unc5,1,1,10.00066817315943
d4s1557,1,1,10.00066817315943
d4s836,1,1,10.00066817315943
p53-prb,1,1,10.00066817315943
mutatin,1,1,10.00066817315943
double-enzyme,1,1,10.00066817315943
redistribute,1,1,10.00066817315943
tgf-1,1,1,10.00066817315943
dpc4-associated,1,1,10.00066817315943
intragene,1,1,10.00066817315943
balkan,1,1,10.00066817315943
jiang,1,1,10.00066817315943
struhl,1,1,10.00066817315943
493-496,1,1,10.00066817315943
xwnt8,1,1,10.00066817315943
mrna-induced,1,1,10.00066817315943
c-cadherin,1,1,10.00066817315943
dishevelled,1,1,10.00066817315943
140-kd,1,1,10.00066817315943
imitation,1,1,10.00066817315943
iswi,1,1,10.00066817315943
nurf-55,1,1,10.00066817315943
55-kd,1,1,10.00066817315943
pyrophosphatases,1,1,10.00066817315943
unhydrolyzed,1,1,10.00066817315943
galphai2,1,1,10.00066817315943
adp-ribosylates,1,1,10.00066817315943
galpha12-induced,1,1,10.00066817315943
glut1-xbai,1,1,10.00066817315943
31-82,1,1,10.00066817315943
20-72,1,1,10.00066817315943
re-modeling,1,1,10.00066817315943
dld1,1,1,10.00066817315943
more-precise,1,1,10.00066817315943
toposiomerase,1,1,10.00066817315943
more-effective,1,1,10.00066817315943
enzyme-gene,1,1,10.00066817315943
105-kilobase,1,1,10.00066817315943
clcrabde,1,1,10.00066817315943
chlorocatechol-degradative,1,1,10.00066817315943
self-transmissible,1,1,10.00066817315943
105-kb,1,1,10.00066817315943
p4-type,1,1,10.00066817315943
pak1,1,1,10.00066817315943
phir73,1,1,10.00066817315943
reca-deficient,1,1,10.00066817315943
sertoli's,1,1,10.00066817315943
leydig's,1,1,10.00066817315943
1-kilobase,1,1,10.00066817315943
p38alpha,1,1,10.00066817315943
p38alphamapk-baited,1,1,10.00066817315943
co-translocates,1,1,10.00066817315943
rat1,1,1,10.00066817315943
alpha1b,1,1,10.00066817315943
alpha1d-transfected,1,1,10.00066817315943
56-kb,1,1,10.00066817315943
inter-sts,1,1,10.00066817315943
site-based,1,1,10.00066817315943
formatted,1,1,10.00066817315943
x3000,1,1,10.00066817315943
ant2,1,1,10.00066817315943
ndufa1,1,1,10.00066817315943
lamp2,1,1,10.00066817315943
ocrl,1,1,10.00066817315943
igsf1,1,1,10.00066817315943
hdgf,1,1,10.00066817315943
100-kb,1,1,10.00066817315943
34-42,1,1,10.00066817315943
dok1,1,1,10.00066817315943
dok,1,1,10.00066817315943
pora,1,1,10.00066817315943
is1301,1,1,10.00066817315943
200-270,1,1,10.00066817315943
y14692,1,1,10.00066817315943
cd24-expressing,1,1,10.00066817315943
polyguanosine,1,1,10.00066817315943
ras-1,1,1,10.00066817315943
thymines,1,1,10.00066817315943
beirut,1,1,10.00066817315943
aubmc,1,1,10.00066817315943
1430,1,1,10.00066817315943
pseudo-repair,1,1,10.00066817315943
493imenp497,1,1,10.00066817315943
cgamma-1,1,1,10.00066817315943
shc-grb,1,1,10.00066817315943
rp-adenosine,1,1,10.00066817315943
monophosphothioate,1,1,10.00066817315943
muscarine,1,1,10.00066817315943
pacap-rescued,1,1,10.00066817315943
rescuer,1,1,10.00066817315943
tooth-innervating,1,1,10.00066817315943
nsc,1,1,10.00066817315943
863,1,1,10.00066817315943
6-hydroxymethyl,1,1,10.00066817315943
q42,1,1,10.00066817315943
nondifferential,1,1,10.00066817315943
0-28,1,1,10.00066817315943
wrestling,1,1,10.00066817315943
radio-labeled,1,1,10.00066817315943
radioimmunoscintigraphy,1,1,10.00066817315943
rigs,1,1,10.00066817315943
radioimmunoguided,1,1,10.00066817315943
outgrowth-promoting,1,1,10.00066817315943
mmc-sensitive,1,1,10.00066817315943
uv40,1,1,10.00066817315943
th2-driven,1,1,10.00066817315943
cd69-expressing,1,1,10.00066817315943
sphingosine-treated,1,1,10.00066817315943
anti-bcl2,1,1,10.00066817315943
anti-bax,1,1,10.00066817315943
bax-related,1,1,10.00066817315943
disease-targeted,1,1,10.00066817315943
wap-ras,1,1,10.00066817315943
nonpeptidic,1,1,10.00066817315943
bioactivities,1,1,10.00066817315943
peptidylamidoglycollate,1,1,10.00066817315943
4-3h,1,1,10.00066817315943
2-2h2,1,1,10.00066817315943
2644-2651,1,1,10.00066817315943
3091-3096,1,1,10.00066817315943
titf1,1,1,10.00066817315943
proteasome-catalysed,1,1,10.00066817315943
signalled,1,1,10.00066817315943
superfold,1,1,10.00066817315943
7p15-13,1,1,10.00066817315943
7p13-15,1,1,10.00066817315943
cowden,1,1,10.00066817315943
gorlin,1,1,10.00066817315943
banayan-zonana,1,1,10.00066817315943
extra-intestinal,1,1,10.00066817315943
r361c,1,1,10.00066817315943
beta-elimination,1,1,10.00066817315943
dna-muty,1,1,10.00066817315943
non-base,1,1,10.00066817315943
cleavagemechanism,1,1,10.00066817315943
fgp,1,1,10.00066817315943
regulator-associated,1,1,10.00066817315943
r347e,1,1,10.00066817315943
mr1,1,1,10.00066817315943
ctla4-immunoglobulin,1,1,10.00066817315943
marker-positive,1,1,10.00066817315943
nonactivating,1,1,10.00066817315943
grb7-binding,1,1,10.00066817315943
podocyte-destined,1,1,10.00066817315943
tip49,1,1,10.00066817315943
normoactive,1,1,10.00066817315943
400-800,1,1,10.00066817315943
300-1000,1,1,10.00066817315943
ppgh1,1,1,10.00066817315943
tn501,1,1,10.00066817315943
tn3-type,1,1,10.00066817315943
sucrose-resistant,1,1,10.00066817315943
tn5501-like,1,1,10.00066817315943
chimerized,1,1,10.00066817315943
yumoto,1,1,10.00066817315943
7-ethyl,1,1,10.00066817315943
carbonyloxy-camptothec,1,1,10.00066817315943
shabaik,1,1,10.00066817315943
r3327,1,1,10.00066817315943
progressional,1,1,10.00066817315943
flavone,1,1,10.00066817315943
ic70,1,1,10.00066817315943
prxf1337,1,1,10.00066817315943
prxf1369,1,1,10.00066817315943
prostate-and,1,1,10.00066817315943
melanoma-specific,1,1,10.00066817315943
hct1p,1,1,10.00066817315943
cdh1p,1,1,10.00066817315943
g1-specific,1,1,10.00066817315943
coenocytic,1,1,10.00066817315943
pauling's,1,1,10.00066817315943
sickle-cell,1,1,10.00066817315943
ingram's,1,1,10.00066817315943
sickled,1,1,10.00066817315943
nonsyntenic,1,1,10.00066817315943
ngf-but,1,1,10.00066817315943
p75ntr-expressing,1,1,10.00066817315943
alzheimer-related,1,1,10.00066817315943
pseudopapillary,1,1,10.00066817315943
p21-adenovirus,1,1,10.00066817315943
uls,1,1,10.00066817315943
pch,1,1,10.00066817315943
nonrecurring,1,1,10.00066817315943
bcl6-associated,1,1,10.00066817315943
germinal-center,1,1,10.00066817315943
p97-mediated,1,1,10.00066817315943
nescience,1,1,10.00066817315943
cbpa,1,1,10.00066817315943
igv18,1,1,10.00066817315943
igh-bcl2,1,1,10.00066817315943
gadd34,1,1,10.00066817315943
42-49,1,1,10.00066817315943
50-56,1,1,10.00066817315943
disaccharides,1,1,10.00066817315943
doxorubicin-responsive,1,1,10.00066817315943
log-cell,1,1,10.00066817315943
doxorubicin-resistant,1,1,10.00066817315943
schedule-dependent,1,1,10.00066817315943
100-microg,1,1,10.00066817315943
e2-dependent,1,1,10.00066817315943
t47,1,1,10.00066817315943
bt20,1,1,10.00066817315943
wessel,1,1,10.00066817315943
reassociates,1,1,10.00066817315943
stronglocentrotus,1,1,10.00066817315943
purpuratus,1,1,10.00066817315943
effector-peptide,1,1,10.00066817315943
exocytose,1,1,10.00066817315943
factors-a,1,1,10.00066817315943
neurons-have,1,1,10.00066817315943
focusses,1,1,10.00066817315943
fast-moving,1,1,10.00066817315943
foreskins,1,1,10.00066817315943
recombinase-activating,1,1,10.00066817315943
intermediate-range,1,1,10.00066817315943
sun-damaged,1,1,10.00066817315943
erythemic,1,1,10.00066817315943
vehicle-control,1,1,10.00066817315943
uvnea,1,1,10.00066817315943
vea-treated,1,1,10.00066817315943
gsh1,1,1,10.00066817315943
gsh2,1,1,10.00066817315943
msx3,1,1,10.00066817315943
antisense-treated,1,1,10.00066817315943
sense-treated,1,1,10.00066817315943
nonsense-treated,1,1,10.00066817315943
tn10-based,1,1,10.00066817315943
minitransposons,1,1,10.00066817315943
pacyc184,1,1,10.00066817315943
pacyc177-based,1,1,10.00066817315943
influenzae-specific,1,1,10.00066817315943
mini-tn10,1,1,10.00066817315943
tn10d-cat,1,1,10.00066817315943
tn10d-bla,1,1,10.00066817315943
ampicillin-selectable,1,1,10.00066817315943
tn10d-laczcat,1,1,10.00066817315943
fvl-positive,1,1,10.00066817315943
photosensitization-induced,1,1,10.00066817315943
trisomy-translocation,1,1,10.00066817315943
xic,1,1,10.00066817315943
postzygotically,1,1,10.00066817315943
21q21q,1,1,10.00066817315943
free-lying,1,1,10.00066817315943
7-39,1,1,10.00066817315943
456-559,1,1,10.00066817315943
destroying,1,1,10.00066817315943
1-559,1,1,10.00066817315943
delta109-559,1,1,10.00066817315943
k149r,1,1,10.00066817315943
fpk-pro,1,1,10.00066817315943
fk1012,1,1,10.00066817315943
caldwell,1,1,10.00066817315943
28636,1,1,10.00066817315943
red-conjugated,1,1,10.00066817315943
anti-natural,1,1,10.00066817315943
multicell,1,1,10.00066817315943
spheroid,1,1,10.00066817315943
96-nm,1,1,10.00066817315943
axoneme,1,1,10.00066817315943
flagella,1,1,10.00066817315943
scf-mediated,1,1,10.00066817315943
grr1p,1,1,10.00066817315943
cdc4pf-beta,1,1,10.00066817315943
alcls,1,1,10.00066817315943
fab-m2,1,1,10.00066817315943
fab-l1,1,1,10.00066817315943
positively-charged,1,1,10.00066817315943
iliopsoas,1,1,10.00066817315943
non-mantle,1,1,10.00066817315943
floridly,1,1,10.00066817315943
ns-004,1,1,10.00066817315943
permeating,1,1,10.00066817315943
4-dependent,1,1,10.00066817315943
slower-migrating,1,1,10.00066817315943
sbs-driven,1,1,10.00066817315943
biotechnologically,1,1,10.00066817315943
wholesomeness,1,1,10.00066817315943
digestible,1,1,10.00066817315943
antiestrogenic,1,1,10.00066817315943
daidzein,1,1,10.00066817315943
thotopically,1,1,10.00066817315943
d14s68,1,1,10.00066817315943
d18s69,1,1,10.00066817315943
d20s199,1,1,10.00066817315943
capase,1,1,10.00066817315943
p21wafi,1,1,10.00066817315943
cipi,1,1,10.00066817315943
apoptosis-resistant,1,1,10.00066817315943
hcw-2,1,1,10.00066817315943
ulr,1,1,10.00066817315943
pml-oncogenic,1,1,10.00066817315943
delta-mediated,1,1,10.00066817315943
inquired,1,1,10.00066817315943
respiration-dependent,1,1,10.00066817315943
bax-containing,1,1,10.00066817315943
delta-containing,1,1,10.00066817315943
anchor-free,1,1,10.00066817315943
aberrancies,1,1,10.00066817315943
pertubations,1,1,10.00066817315943
lapchak,1,1,10.00066817315943
hellweg,1,1,10.00066817315943
arendt,1,1,10.00066817315943
fritschy,1,1,10.00066817315943
grzanna,1,1,10.00066817315943
scheff,1,1,10.00066817315943
lippa,1,1,10.00066817315943
neosynaptogenesis,1,1,10.00066817315943
ramirez,1,1,10.00066817315943
ulfhake,1,1,10.00066817315943
ngf-effects,1,1,10.00066817315943
8-23,1,1,10.00066817315943
hillocks,1,1,10.00066817315943
tubotympanic,1,1,10.00066817315943
statoacoustic,1,1,10.00066817315943
periotic,1,1,10.00066817315943
apg5p,1,1,10.00066817315943
apg7p,1,1,10.00066817315943
apg10p,1,1,10.00066817315943
mizushima,1,1,10.00066817315943
noda,1,1,10.00066817315943
klionsky,1,1,10.00066817315943
395-398,1,1,10.00066817315943
lys-130,1,1,10.00066817315943
11671-11673,1,1,10.00066817315943
oa-sensitive,1,1,10.00066817315943
phosphorylation-negative,1,1,10.00066817315943
opri-based,1,1,10.00066817315943
cornelis,1,1,10.00066817315943
pvub3,1,1,10.00066817315943
salmonella-based,1,1,10.00066817315943
monocytes-macrophages,1,1,10.00066817315943
defectively,1,1,10.00066817315943
remnant-receptors,1,1,10.00066817315943
hypolipemic,1,1,10.00066817315943
triglyceridemia,1,1,10.00066817315943
monocyte-macrophageapo,1,1,10.00066817315943
hdl-apo,1,1,10.00066817315943
proatherogenic,1,1,10.00066817315943
idl-apo,1,1,10.00066817315943
orchestrates,1,1,10.00066817315943
ca1-region,1,1,10.00066817315943
sucrose-induced,1,1,10.00066817315943
mfltp,1,1,10.00066817315943
kumar,1,1,10.00066817315943
vellis,1,1,10.00066817315943
kinase2,1,1,10.00066817315943
factor-aa,1,1,10.00066817315943
gpdh,1,1,10.00066817315943
pn4-5,1,1,10.00066817315943
ssn6-related,1,1,10.00066817315943
ssn6-like,1,1,10.00066817315943
tetratricopeptide-repeat,1,1,10.00066817315943
thrombophilia-associated,1,1,10.00066817315943
mef2a,1,1,10.00066817315943
brachyury,1,1,10.00066817315943
trka-selective,1,1,10.00066817315943
internalizing,1,1,10.00066817315943
factor-antibody,1,1,10.00066817315943
ngf30,1,1,10.00066817315943
suc-1,1,1,10.00066817315943
antiparkinsonian,1,1,10.00066817315943
o-dibutyryl,1,1,10.00066817315943
microtubles,1,1,10.00066817315943
ikappabalpha-ubiquitin,1,1,10.00066817315943
ikappabs,1,1,10.00066817315943
pikappabalpha-ubiquitin,1,1,10.00066817315943
wd-domain,1,1,10.00066817315943
denote,1,1,10.00066817315943
e3rsikappab,1,1,10.00066817315943
ubc5c,1,1,10.00066817315943
phosphorylation-based,1,1,10.00066817315943
supravalvular,1,1,10.00066817315943
svas,1,1,10.00066817315943
lim-kinase,1,1,10.00066817315943
visual-spatial,1,1,10.00066817315943
bhlhzip,1,1,10.00066817315943
euphenics,1,1,10.00066817315943
a-e,1,1,10.00066817315943
b-e,1,1,10.00066817315943
rsk-rat,1,1,10.00066817315943
deletion-containing,1,1,10.00066817315943
rubock,1,1,10.00066817315943
whitman,1,1,10.00066817315943
691-696,1,1,10.00066817315943
tisue-specifying,1,1,10.00066817315943
threonine-phosphorylated,1,1,10.00066817315943
40-kda,1,1,10.00066817315943
ckii-dependent,1,1,10.00066817315943
serine-to,1,1,10.00066817315943
alkytransferase,1,1,10.00066817315943
cisplatin-dna,1,1,10.00066817315943
95-3,1,1,10.00066817315943
16-3,1,1,10.00066817315943
07-9,1,1,10.00066817315943
hypomania,1,1,10.00066817315943
multigeneration,1,1,10.00066817315943
d4s2949,1,1,10.00066817315943
d4s397,1,1,10.00066817315943
sbe4-luc,1,1,10.00066817315943
dpc4-null,1,1,10.00066817315943
dpc4-regulated,1,1,10.00066817315943
testosterone-stimulated,1,1,10.00066817315943
alpha-enolase,1,1,10.00066817315943
protein-5,1,1,10.00066817315943
ara-70,1,1,10.00066817315943
androgen-deprived,1,1,10.00066817315943
non-ar,1,1,10.00066817315943
1p11-1p13,1,1,10.00066817315943
juxtacentromeric,1,1,10.00066817315943
959c4,1,1,10.00066817315943
p11-p12,1,1,10.00066817315943
1p11-p13,1,1,10.00066817315943
anti-egf,1,1,10.00066817315943
sw839,1,1,10.00066817315943
c225-treated,1,1,10.00066817315943
co-select,1,1,10.00066817315943
oligoribonucleotides,1,1,10.00066817315943
n-bromoacetyl,1,1,10.00066817315943
420-fold,1,1,10.00066817315943
n-bromoacetamide,1,1,10.00066817315943
microgranules,1,1,10.00066817315943
pentasa,1,1,10.00066817315943
1-diphenyl,1,1,10.00066817315943
2-picrylhydrazyl,1,1,10.00066817315943
segmentally,1,1,10.00066817315943
afferent-induced,1,1,10.00066817315943
barrage,1,1,10.00066817315943
supragingival,1,1,10.00066817315943
alca-expression,1,1,10.00066817315943
kuhlmann,1,1,10.00066817315943
d12mit5,1,1,10.00066817315943
d12mit6,1,1,10.00066817315943
cyto-steatonecrosis,1,1,10.00066817315943
radiographical,1,1,10.00066817315943
fibrosclerosis,1,1,10.00066817315943
liponecrotic,1,1,10.00066817315943
spicular,1,1,10.00066817315943
stick-like,1,1,10.00066817315943
dentitrical,1,1,10.00066817315943
microcalcifications,1,1,10.00066817315943
hypoechogenous,1,1,10.00066817315943
extemporaneous,1,1,10.00066817315943
1000-8000,1,1,10.00066817315943
sins,1,1,10.00066817315943
post-adenosine,1,1,10.00066817315943
postconditioning,1,1,10.00066817315943
docile,1,1,10.00066817315943
aggression-paired,1,1,10.00066817315943
handles,1,1,10.00066817315943
purposed,1,1,10.00066817315943
alpha-protein,1,1,10.00066817315943
hmg1-type,1,1,10.00066817315943
nickelacycle,1,1,10.00066817315943
o-ch,1,1,10.00066817315943
cf3,1,1,10.00066817315943
c6h4ch2pph2-kappa2c,1,1,10.00066817315943
ch2ph,1,1,10.00066817315943
3-bromo,1,1,10.00066817315943
dibenzylphenylphosphonio,1,1,10.00066817315943
2-diphenyl,1,1,10.00066817315943
5-trifluoromethyl,1,1,10.00066817315943
1h-benzo,1,1,10.00066817315943
phosphanickelepine,1,1,10.00066817315943
regioisomer,1,1,10.00066817315943
hcccf,1,1,10.00066817315943
five-membered,1,1,10.00066817315943
phosphanickelacycle,1,1,10.00066817315943
o-c,1,1,10.00066817315943
kappa2c,1,1,10.00066817315943
ni-x,1,1,10.00066817315943
ni-br,1,1,10.00066817315943
3343,1,1,10.00066817315943
ni-p,1,1,10.00066817315943
1867,1,1,10.00066817315943
2094,1,1,10.00066817315943
p-ni,1,1,10.00066817315943
br-ni,1,1,10.00066817315943
sabin,1,1,10.00066817315943
mahoney,1,1,10.00066817315943
cross-linkings,1,1,10.00066817315943
intratypic,1,1,10.00066817315943
disinfectants,1,1,10.00066817315943
mantis,1,1,10.00066817315943
shrimps,1,1,10.00066817315943
stomatopod,1,1,10.00066817315943
gonodactyloidea,1,1,10.00066817315943
lysiosquilloidea,1,1,10.00066817315943
squilloidea,1,1,10.00066817315943
intrahabdomal,1,1,10.00066817315943
retinular,1,1,10.00066817315943
shallow-water,1,1,10.00066817315943
gonodactyloid,1,1,10.00066817315943
deep-water,1,1,10.00066817315943
gonodactyloids,1,1,10.00066817315943
lysiosquilloids,1,1,10.00066817315943
squilloid,1,1,10.00066817315943
untiered,1,1,10.00066817315943
stomatopods,1,1,10.00066817315943
fetal-type,1,1,10.00066817315943
lutropin,1,1,10.00066817315943
choriogonadotropin,1,1,10.00066817315943
azidoanilide,1,1,10.00066817315943
alphas,1,1,10.00066817315943
alphai2,1,1,10.00066817315943
alpha11,1,1,10.00066817315943
betagamma-stimulable,1,1,10.00066817315943
c-beta2,1,1,10.00066817315943
beta-ark1,1,1,10.00066817315943
hcg-mediated,1,1,10.00066817315943
betagamma-subunits,1,1,10.00066817315943
c-beta,1,1,10.00066817315943
pathobiochemistry,1,1,10.00066817315943
furazolidone-induced,1,1,10.00066817315943
glutathione-peroxidase,1,1,10.00066817315943
encephalomyocarditis-virus,1,1,10.00066817315943
loxodonta,1,1,10.00066817315943
africana,1,1,10.00066817315943
pre-outbreak,1,1,10.00066817315943
poaching,1,1,10.00066817315943
fighting,1,1,10.00066817315943
elephant,1,1,10.00066817315943
myomorph,1,1,10.00066817315943
trap-night,1,1,10.00066817315943
carboxylated,1,1,10.00066817315943
ephitelial,1,1,10.00066817315943
sgambati,1,1,10.00066817315943
psychiatric-mental,1,1,10.00066817315943
arenas,1,1,10.00066817315943
maoricicada,1,1,10.00066817315943
non-homogeneous,1,1,10.00066817315943
log-normal,1,1,10.00066817315943
spontaneously-healing,1,1,10.00066817315943
tap2,1,1,10.00066817315943
tap-deficient,1,1,10.00066817315943
anti-ebv,1,1,10.00066817315943
bmrf1,1,1,10.00066817315943
tap-independent,1,1,10.00066817315943
half-week,1,1,10.00066817315943
non-littermates,1,1,10.00066817315943
k88,1,1,10.00066817315943
recumbency,1,1,10.00066817315943
hypoxaemia,1,1,10.00066817315943
impairement,1,1,10.00066817315943
hypophysial-adrenal,1,1,10.00066817315943
hypercholesterinemia,1,1,10.00066817315943
quercetin-pectin,1,1,10.00066817315943
skn-type,1,1,10.00066817315943
v1b,1,1,10.00066817315943
micro-localization,1,1,10.00066817315943
72-hour,1,1,10.00066817315943
x-rinked,1,1,10.00066817315943
whalen,1,1,10.00066817315943
lauber,1,1,10.00066817315943
biobehav,1,1,10.00066817315943
47-53,1,1,10.00066817315943
estrogen-primed,1,1,10.00066817315943
no-stimulated,1,1,10.00066817315943
t1-4,1,1,10.00066817315943
chemo-radiotherapy,1,1,10.00066817315943
17-179,1,1,10.00066817315943
immunotech,1,1,10.00066817315943
18-96,1,1,10.00066817315943
n-stage,1,1,10.00066817315943
physalia,1,1,10.00066817315943
physalis,1,1,10.00066817315943
mibefradil,1,1,10.00066817315943
trivalent,1,1,10.00066817315943
rubidium,1,1,10.00066817315943
ketosis-prone,1,1,10.00066817315943
oxide-isolated,1,1,10.00066817315943
teller,1,1,10.00066817315943
home-dwelling,1,1,10.00066817315943
ancona,1,1,10.00066817315943
jyvaskyla,1,1,10.00066817315943
55-74,1,1,10.00066817315943
young-old,1,1,10.00066817315943
exposure-disease,1,1,10.00066817315943
immuno-stained,1,1,10.00066817315943
pdge,1,1,10.00066817315943
olomoucine,1,1,10.00066817315943
g1-arrest,1,1,10.00066817315943
serum-depleted,1,1,10.00066817315943
294002,1,1,10.00066817315943
pre-requisites,1,1,10.00066817315943
ratification,1,1,10.00066817315943
nationals,1,1,10.00066817315943
acquis,1,1,10.00066817315943
communautaire,1,1,10.00066817315943
dynamo,1,1,10.00066817315943
disregard,1,1,10.00066817315943
kochar,1,1,10.00066817315943
kalluru,1,1,10.00066817315943
subspaces,1,1,10.00066817315943
generalizations,1,1,10.00066817315943
vibronic,1,1,10.00066817315943
disentangled,1,1,10.00066817315943
self-consistency,1,1,10.00066817315943
soliton,1,1,10.00066817315943
ansatz,1,1,10.00066817315943
phonons,1,1,10.00066817315943
frohlich-like,1,1,10.00066817315943
solitonic,1,1,10.00066817315943
seronegativity,1,1,10.00066817315943
dsrna-dependent,1,1,10.00066817315943
ribosomal-associated,1,1,10.00066817315943
e3l,1,1,10.00066817315943
k3l,1,1,10.00066817315943
trans-activating,1,1,10.00066817315943
trbp,1,1,10.00066817315943
systolo-diastolic,1,1,10.00066817315943
parsing,1,1,10.00066817315943
nlp,1,1,10.00066817315943
ophthalmologists,1,1,10.00066817315943
parser,1,1,10.00066817315943
york-presbyterian,1,1,10.00066817315943
columbia-presbyterian,1,1,10.00066817315943
preprocessor,1,1,10.00066817315943
wills,1,1,10.00066817315943
kresge,1,1,10.00066817315943
slitlamp,1,1,10.00066817315943
peptidyl-trna,1,1,10.00066817315943
celesticetin,1,1,10.00066817315943
error-inducing,1,1,10.00066817315943
antibiotic-hypersensitive,1,1,10.00066817315943
db-11,1,1,10.00066817315943
canavanine,1,1,10.00066817315943
2000-2001,1,1,10.00066817315943
arthrometer,1,1,10.00066817315943
89n,1,1,10.00066817315943
osteoarhritis,1,1,10.00066817315943
aglietti,1,1,10.00066817315943
jomha,1,1,10.00066817315943
graft-tunnel,1,1,10.00066817315943
well-know,1,1,10.00066817315943
non-immortalized,1,1,10.00066817315943
downside,1,1,10.00066817315943
gloving,1,1,10.00066817315943
photo-induced,1,1,10.00066817315943
administrating,1,1,10.00066817315943
3-48,1,1,10.00066817315943
765-780,1,1,10.00066817315943
clears,1,1,10.00066817315943
m2r,1,1,10.00066817315943
76-212,1,1,10.00066817315943
spin-spin,1,1,10.00066817315943
submolecular,1,1,10.00066817315943
subnanometer,1,1,10.00066817315943
intermingled,1,1,10.00066817315943
glucagon-containing,1,1,10.00066817315943
pp-immunoreactivity,1,1,10.00066817315943
trisaccharide-based,1,1,10.00066817315943
spacer-equipped,1,1,10.00066817315943
1-thiogalactoside,1,1,10.00066817315943
group-containing,1,1,10.00066817315943
amination,1,1,10.00066817315943
trisaccharide-containing,1,1,10.00066817315943
menadione-associated,1,1,10.00066817315943
treatment-associated,1,1,10.00066817315943
phorone,1,1,10.00066817315943
dt-diaphorase,1,1,10.00066817315943
dicumarol,1,1,10.00066817315943
thus-induced,1,1,10.00066817315943
promoting-activity,1,1,10.00066817315943
n-nitrosodiethylamine,1,1,10.00066817315943
nodule-bearing,1,1,10.00066817315943
o-glycosylation,1,1,10.00066817315943
c6-c9,1,1,10.00066817315943
authored,1,1,10.00066817315943
olympics,1,1,10.00066817315943
gi-go,1,1,10.00066817315943
pertussis-sensitive,1,1,10.00066817315943
made-up,1,1,10.00066817315943
naphthenes,1,1,10.00066817315943
isoalkanes,1,1,10.00066817315943
1-alkenes,1,1,10.00066817315943
ukcc's,1,1,10.00066817315943
re-registration,1,1,10.00066817315943
vla-5,1,1,10.00066817315943
fibronectin-coated,1,1,10.00066817315943
38-75,1,1,10.00066817315943
100635,1,1,10.00066817315943
100135,1,1,10.00066817315943
metitepine,1,1,10.00066817315943
5-ct,1,1,10.00066817315943
ipsapirone,1,1,10.00066817315943
7-24,1,1,10.00066817315943
5-64,1,1,10.00066817315943
lcmv-specific,1,1,10.00066817315943
cd40l-mediated,1,1,10.00066817315943
seeman,1,1,10.00066817315943
blood-labyrinthine,1,1,10.00066817315943
clinically-achievable,1,1,10.00066817315943
phylogenetics,1,1,10.00066817315943
palmae,1,1,10.00066817315943
homogenizing,1,1,10.00066817315943
speciose,1,1,10.00066817315943
nonmonophyletic,1,1,10.00066817315943
circumscriptions,1,1,10.00066817315943
irresponsible,1,1,10.00066817315943
120mm,1,1,10.00066817315943
jig,1,1,10.00066817315943
reef,1,1,10.00066817315943
checkup,1,1,10.00066817315943
blush,1,1,10.00066817315943
cupressaceae,1,1,10.00066817315943
aberdares,1,1,10.00066817315943
distillation,1,1,10.00066817315943
cedrol,1,1,10.00066817315943
4-dimethylbiphenyl,1,1,10.00066817315943
a-cedrene,1,1,10.00066817315943
camphor,1,1,10.00066817315943
trans-geraniol,1,1,10.00066817315943
a-terpineol,1,1,10.00066817315943
sub-membrane,1,1,10.00066817315943
phosphotyrosine-sh2,1,1,10.00066817315943
sh3-proline,1,1,10.00066817315943
reorganizations,1,1,10.00066817315943
transmembrane-hererotrimeric,1,1,10.00066817315943
adhesion-receptor,1,1,10.00066817315943
obviated,1,1,10.00066817315943
universality,1,1,10.00066817315943
gentamicin-induced,1,1,10.00066817315943
npxy,1,1,10.00066817315943
